State,Model Year,Make,Electric Vehicle Type,Electric Range (Miles),Base (MSRP) Manufacturer’s Suggested Retail Price,Clean Alternative Fuel Vehicle (CAFV) program - Eligibility,District
WA,2013,CHEVROLET,PHEV,38,"$39,145 ",Eligible,WA District 1 
WA,2016,TESLA,BEV,210,"$68,000 ",Eligible,WA District 1 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 1 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 1 
WA,2022,JEEP,PHEV,22,"$59,865 ",Not Eligible,WA District 1 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 1 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 1 
WA,2024,AUDI,PHEV,23,"$67,700 ",Not Eligible,WA District 1 
WA,2017,TESLA,BEV,200,"$68,000 ",Eligible,WA District 1 
WA,2019,JAGUAR,BEV,234,"$69,500 ",Eligible,WA District 1 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 1 
WA,2016,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 1 
WA,2020,CHEVROLET,BEV,259,"$36,620 ",Eligible,WA District 1 
WA,2024,MAZDA,PHEV,26,"$49,945 ",Not Eligible,WA District 1 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 1 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 1 
WA,2010,TESLA,BEV,245,"$109,000 ",Eligible,WA District 1 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 1 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 1 
WA,2016,VOLVO,PHEV,13,"$68,100 ",Not Eligible,WA District 1 
WA,2016,TESLA,BEV,200,"$68,000 ",Eligible,WA District 1 
WA,2021,JEEP,PHEV,25,"$47,995 ",Not Eligible,WA District 1 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 1 
WA,2019,VOLVO,PHEV,17,"$53,700 ",Not Eligible,WA District 1 
WA,2020,TESLA,BEV,289,"$35,000 ",Eligible,WA District 1 
WA,2016,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 1 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 1 
WA,2016,BMW,PHEV,72,"$62,100 ",Eligible,WA District 1 
WA,2017,NISSAN,BEV,107,"$31,575 ",Eligible,WA District 1 
WA,2020,TESLA,BEV,293,"$35,000 ",Eligible,WA District 1 
WA,2022,TOYOTA,PHEV,42,"$40,300 ",Eligible,WA District 1 
WA,2017,TESLA,BEV,200,"$68,000 ",Eligible,WA District 1 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 1 
WA,2021,TOYOTA,PHEV,25,"$38,350 ",Not Eligible,WA District 1 
WA,2015,TESLA,BEV,208,"$71,100 ",Eligible,WA District 1 
WA,2020,CHEVROLET,BEV,259,"$36,620 ",Eligible,WA District 1 
WA,2018,CHRYSLER,PHEV,33,"$39,995 ",Eligible,WA District 1 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 1 
WA,2020,CHEVROLET,BEV,259,"$36,620 ",Eligible,WA District 1 
WA,2023,BMW,PHEV,30,"$65,700 ",Eligible,WA District 1 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 1 
WA,2019,AUDI,BEV,204,"$74,800 ",Eligible,WA District 1 
WA,2017,BMW,PHEV,14,"$63,200 ",Not Eligible,WA District 1 
WA,2023,KIA,PHEV,32,"$38,690 ",Eligible,WA District 1 
WA,2020,NISSAN,BEV,149,"$31,600 ",Eligible,WA District 1 
WA,2024,TOYOTA,PHEV,39,"$32,975 ",Eligible,WA District 1 
WA,2014,CHEVROLET,PHEV,38,"$34,185 ",Eligible,WA District 2 
WA,2024,MAZDA,PHEV,26,"$49,945 ",Not Eligible,WA District 2 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 2 
WA,2018,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 2 
WA,2011,NISSAN,BEV,73,"$32,780 ",Eligible,WA District 2 
WA,2024,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 2 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 2 
WA,2013,TESLA,BEV,208,"$59,900 ",Eligible,WA District 2 
WA,2021,VOLVO,PHEV,18,"$53,500 ",Not Eligible,WA District 2 
WA,2018,MITSUBISHI,PHEV,22,"$34,595 ",Not Eligible,WA District 2 
WA,2018,MINI,PHEV,12,"$26,600 ",Not Eligible,WA District 3 
WA,2024,MAZDA,PHEV,26,"$49,945 ",Not Eligible,WA District 5 
WA,2013,NISSAN,BEV,75,"$28,800 ",Eligible,WA District 5 
WA,2016,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 5 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 5 
WA,2016,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 5 
WA,2016,BMW,PHEV,14,"$62,100 ",Not Eligible,WA District 5 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 5 
WA,2022,KIA,PHEV,32,"$29,590 ",Eligible,WA District 5 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 5 
WA,2024,MITSUBISHI,PHEV,38,"$40,345 ",Eligible,WA District 5 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 5 
WA,2020,CHEVROLET,BEV,259,"$36,620 ",Eligible,WA District 5 
WA,2014,NISSAN,BEV,84,"$28,980 ",Eligible,WA District 6 
WA,2025,MAZDA,PHEV,26,"$54,400 ",Not Eligible,WA District 6 
WA,2023,KIA,PHEV,32,"$38,690 ",Eligible,WA District 7 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 9 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 9 
WA,2018,HONDA,PHEV,47,"$33,400 ",Eligible,WA District 9 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 9 
WA,2019,KIA,PHEV,26,"$28,500 ",Not Eligible,WA District 10 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 10 
WA,2017,CHEVROLET,PHEV,53,"$33,220 ",Eligible,WA District 10 
WA,2022,KIA,PHEV,32,"$29,590 ",Eligible,WA District 10 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 10 
WA,2024,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 10 
WA,2018,NISSAN,BEV,151,"$29,990 ",Eligible,WA District 10 
WA,2017,TOYOTA,PHEV,25,"$27,100 ",Not Eligible,WA District 10 
WA,2020,TOYOTA,PHEV,25,"$27,900 ",Not Eligible,WA District 10 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 10 
WA,2018,HYUNDAI,BEV,124,"$29,500 ",Eligible,WA District 10 
WA,2018,TOYOTA,PHEV,25,"$27,300 ",Not Eligible,WA District 10 
WA,2021,MINI,BEV,110,"$22,400 ",Eligible,WA District 10 
WA,2013,FORD,PHEV,19,"$22,470 ",Not Eligible,WA District 11 
WA,2023,CHRYSLER,PHEV,32,"$51,095 ",Eligible,WA District 11 
WA,2021,AUDI,PHEV,18,"$51,900 ",Not Eligible,WA District 11 
WA,2019,VOLKSWAGEN,BEV,125,"$31,895 ",Eligible,WA District 11 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 11 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 11 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 11 
WA,2023,JEEP,PHEV,25,"$60,490 ",Not Eligible,WA District 11 
WA,2016,CHEVROLET,PHEV,53,"$33,170 ",Eligible,WA District 11 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 11 
WA,2024,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 11 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 11 
WA,2023,CHRYSLER,PHEV,32,"$51,095 ",Eligible,WA District 11 
WA,2024,BMW,PHEV,31,"$72,500 ",Eligible,WA District 11 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 11 
WA,2016,TESLA,BEV,200,"$68,000 ",Eligible,WA District 11 
WA,2017,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 11 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 11 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 11 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 11 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 11 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 11 
WA,2023,CHRYSLER,PHEV,32,"$51,095 ",Eligible,WA District 11 
WA,2017,NISSAN,BEV,107,"$31,575 ",Eligible,WA District 11 
WA,2022,JEEP,PHEV,25,"$59,865 ",Not Eligible,WA District 11 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 11 
WA,2015,TESLA,BEV,208,"$71,100 ",Eligible,WA District 11 
WA,2016,FORD,PHEV,19,"$12,790 ",Not Eligible,WA District 11 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 11 
WA,2023,TOYOTA,PHEV,39,"$32,350 ",Eligible,WA District 11 
WA,2014,NISSAN,BEV,84,"$28,980 ",Eligible,WA District 11 
WA,2024,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 11 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 11 
WA,2023,CHRYSLER,PHEV,32,"$51,095 ",Eligible,WA District 11 
WA,2017,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 11 
WA,2023,JEEP,PHEV,25,"$60,490 ",Not Eligible,WA District 11 
WA,2017,BMW,PHEV,14,"$63,200 ",Not Eligible,WA District 11 
WA,2020,TESLA,BEV,293,"$35,000 ",Eligible,WA District 11 
WA,2024,TOYOTA,PHEV,42,"$32,975 ",Eligible,WA District 12 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 12 
WA,2017,BMW,PHEV,14,"$63,200 ",Not Eligible,WA District 13 
WA,2024,MAZDA,PHEV,26,"$49,945 ",Not Eligible,WA District 13 
WA,2022,AUDI,PHEV,23,"$55,400 ",Not Eligible,WA District 13 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 13 
WA,2013,FORD,PHEV,19,"$22,470 ",Not Eligible,WA District 14 
WA,2021,PORSCHE,PHEV,16,"$81,800 ",Not Eligible,WA District 14 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 14 
WA,2022,JEEP,PHEV,22,"$59,865 ",Not Eligible,WA District 14 
WA,2014,CHEVROLET,PHEV,38,"$34,185 ",Eligible,WA District 14 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 14 
WA,2013,CHEVROLET,PHEV,38,"$39,145 ",Eligible,WA District 14 
WA,2012,NISSAN,BEV,73,"$35,200 ",Eligible,WA District 14 
WA,2021,AUDI,BEV,222,"$65,900 ",Eligible,WA District 14 
WA,2021,JEEP,PHEV,21,"$47,995 ",Not Eligible,WA District 14 
WA,2016,AUDI,PHEV,16,"$37,900 ",Not Eligible,WA District 14 
WA,2014,FIAT,BEV,87,"$31,800 ",Eligible,WA District 14 
WA,2016,KIA,BEV,93,"$31,950 ",Eligible,WA District 14 
WA,2023,JEEP,PHEV,25,"$60,490 ",Not Eligible,WA District 14 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 14 
WA,2017,BMW,PHEV,14,"$63,200 ",Not Eligible,WA District 14 
WA,2013,CHEVROLET,PHEV,38,"$39,145 ",Eligible,WA District 14 
WA,2022,BMW,PHEV,21,"$63,700 ",Not Eligible,WA District 14 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 14 
WA,2020,TESLA,BEV,289,"$35,000 ",Eligible,WA District 15 
WA,2021,TOYOTA,PHEV,42,"$38,350 ",Eligible,WA District 15 
WA,2023,KIA,PHEV,34,"$38,690 ",Eligible,WA District 15 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 15 
WA,2019,KIA,PHEV,26,"$28,500 ",Not Eligible,WA District 15 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 15 
WA,2016,TESLA,BEV,200,"$68,000 ",Eligible,WA District 15 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 15 
WA,2018,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 15 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 16 
WA,2020,TESLA,BEV,308,"$35,000 ",Eligible,WA District 16 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 16 
WA,2025,BMW,PHEV,40,"$73,800 ",Eligible,WA District 16 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 16 
WA,2013,CHEVROLET,PHEV,38,"$39,145 ",Eligible,WA District 17 
WA,2022,FORD,PHEV,38,"$35,455 ",Eligible,WA District 17 
WA,2020,HYUNDAI,BEV,170,"$33,045 ",Eligible,WA District 17 
WA,2023,VOLVO,PHEV,32,"$57,200 ",Eligible,WA District 17 
WA,2016,BMW,PHEV,14,"$62,100 ",Not Eligible,WA District 17 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 17 
WA,2013,FORD,PHEV,19,"$22,470 ",Not Eligible,WA District 17 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 17 
WA,2013,CHEVROLET,PHEV,38,"$39,145 ",Eligible,WA District 17 
WA,2024,FORD,PHEV,37,"$40,500 ",Eligible,WA District 17 
WA,2023,LINCOLN,PHEV,28,"$38,690 ",Not Eligible,WA District 17 
WA,2016,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 17 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 17 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 17 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 17 
WA,2016,CHEVROLET,PHEV,53,"$33,170 ",Eligible,WA District 17 
WA,2018,CHEVROLET,PHEV,53,"$27,920 ",Eligible,WA District 17 
WA,2014,TESLA,BEV,208,"$69,900 ",Eligible,WA District 17 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 17 
WA,2020,FORD,PHEV,26,"$33,040 ",Not Eligible,WA District 17 
WA,2024,TOYOTA,PHEV,42,"$32,975 ",Eligible,WA District 17 
WA,2019,MITSUBISHI,PHEV,22,"$35,795 ",Not Eligible,WA District 17 
WA,2013,TOYOTA,PHEV,6,"$32,000 ",Not Eligible,WA District 17 
WA,2023,JEEP,PHEV,25,"$60,490 ",Not Eligible,WA District 17 
WA,2017,CHEVROLET,PHEV,53,"$33,220 ",Eligible,WA District 17 
WA,2020,AUDI,PHEV,20,"$52,900 ",Not Eligible,WA District 17 
WA,2024,TOYOTA,PHEV,42,"$32,975 ",Eligible,WA District 17 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 17 
WA,2012,TOYOTA,PHEV,6,"$32,000 ",Not Eligible,WA District 17 
WA,2024,TOYOTA,PHEV,39,"$32,975 ",Eligible,WA District 17 
WA,2018,HONDA,PHEV,47,"$33,400 ",Eligible,WA District 17 
WA,2019,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 17 
WA,2019,BMW,PHEV,16,"$53,400 ",Not Eligible,WA District 17 
WA,2020,CHEVROLET,BEV,259,"$36,620 ",Eligible,WA District 17 
WA,2022,TOYOTA,PHEV,42,"$40,300 ",Eligible,WA District 17 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 17 
WA,2016,PORSCHE,PHEV,14,"$77,200 ",Not Eligible,WA District 17 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 17 
WA,2017,AUDI,PHEV,16,"$38,900 ",Not Eligible,WA District 17 
WA,2012,TOYOTA,PHEV,6,"$32,000 ",Not Eligible,WA District 17 
WA,2013,NISSAN,BEV,75,"$28,800 ",Eligible,WA District 17 
WA,2016,TESLA,BEV,210,"$68,000 ",Eligible,WA District 17 
WA,2013,CHEVROLET,PHEV,38,"$39,145 ",Eligible,WA District 18 
WA,2017,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 18 
WA,2021,TOYOTA,PHEV,25,"$38,350 ",Not Eligible,WA District 18 
WA,2023,TOYOTA,PHEV,42,"$32,350 ",Eligible,WA District 18 
WA,2023,VOLVO,PHEV,35,"$57,200 ",Eligible,WA District 18 
WA,2014,NISSAN,BEV,84,"$28,980 ",Eligible,WA District 18 
WA,2023,TOYOTA,PHEV,42,"$32,350 ",Eligible,WA District 18 
WA,2018,TESLA,BEV,249,"$46,000 ",Eligible,WA District 18 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 18 
WA,2016,HYUNDAI,PHEV,27,"$34,600 ",Not Eligible,WA District 18 
WA,2016,TESLA,BEV,210,"$68,000 ",Eligible,WA District 18 
WA,2024,MAZDA,PHEV,26,"$49,945 ",Not Eligible,WA District 18 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 18 
WA,2018,CHRYSLER,PHEV,33,"$39,995 ",Eligible,WA District 18 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 18 
WA,2017,NISSAN,BEV,107,"$31,575 ",Eligible,WA District 18 
WA,2024,VOLVO,PHEV,41,"$57,900 ",Eligible,WA District 18 
WA,2022,FORD,PHEV,38,"$35,455 ",Eligible,WA District 18 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 18 
WA,2021,BMW,PHEV,18,"$65,400 ",Not Eligible,WA District 18 
WA,2013,NISSAN,BEV,75,"$28,800 ",Eligible,WA District 18 
WA,2022,BMW,PHEV,30,"$63,700 ",Eligible,WA District 18 
WA,2016,TESLA,BEV,200,"$68,000 ",Eligible,WA District 18 
WA,2019,HYUNDAI,BEV,258,"$30,315 ",Eligible,WA District 18 
WA,2019,FORD,PHEV,26,"$27,555 ",Not Eligible,WA District 18 
WA,2015,TESLA,BEV,208,"$71,100 ",Eligible,WA District 18 
WA,2024,TOYOTA,PHEV,42,"$32,975 ",Eligible,WA District 18 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 18 
WA,2018,TESLA,BEV,249,"$46,000 ",Eligible,WA District 19 
WA,2023,KIA,PHEV,33,"$38,690 ",Eligible,WA District 19 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 19 
WA,2022,VOLVO,PHEV,18,"$54,250 ",Not Eligible,WA District 19 
WA,2017,TOYOTA,PHEV,25,"$27,100 ",Not Eligible,WA District 19 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 19 
WA,2015,FORD,PHEV,19,"$34,800 ",Not Eligible,WA District 19 
WA,2013,CHEVROLET,PHEV,38,"$39,145 ",Eligible,WA District 19 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 19 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 19 
WA,2023,JEEP,PHEV,25,"$60,490 ",Not Eligible,WA District 19 
WA,2020,CHEVROLET,BEV,259,"$36,620 ",Eligible,WA District 20 
WA,2017,TESLA,BEV,210,"$68,000 ",Eligible,WA District 20 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 20 
WA,2013,FORD,PHEV,19,"$22,470 ",Not Eligible,WA District 20 
WA,2019,TESLA,BEV,289,"$35,000 ",Eligible,WA District 20 
WA,2016,TESLA,BEV,210,"$68,000 ",Eligible,WA District 20 
WA,2019,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 20 
WA,2023,MITSUBISHI,PHEV,38,"$39,845 ",Eligible,WA District 20 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 20 
WA,2024,TOYOTA,PHEV,39,"$32,975 ",Eligible,WA District 20 
WA,2014,FORD,PHEV,19,"$26,270 ",Not Eligible,WA District 20 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 20 
WA,2016,AUDI,PHEV,16,"$37,900 ",Not Eligible,WA District 20 
WA,2022,TOYOTA,PHEV,42,"$40,300 ",Eligible,WA District 20 
WA,2021,JEEP,PHEV,21,"$47,995 ",Not Eligible,WA District 21 
WA,2014,CHEVROLET,PHEV,38,"$34,185 ",Eligible,WA District 21 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 21 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 21 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 21 
WA,2018,BMW,PHEV,97,"$63,750 ",Eligible,WA District 21 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 21 
WA,2024,MAZDA,PHEV,26,"$49,945 ",Not Eligible,WA District 21 
WA,2024,VOLVO,PHEV,32,"$57,900 ",Eligible,WA District 21 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 21 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 21 
WA,2013,CHEVROLET,PHEV,38,"$39,145 ",Eligible,WA District 21 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 21 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 21 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 21 
WA,2020,NISSAN,BEV,215,"$31,600 ",Eligible,WA District 21 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 21 
WA,2017,TESLA,BEV,210,"$68,000 ",Eligible,WA District 21 
WA,2017,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 21 
WA,2012,TESLA,BEV,265,"$29,990 ",Eligible,WA District 21 
WA,2013,NISSAN,BEV,75,"$28,800 ",Eligible,WA District 21 
WA,2019,KIA,BEV,239,"$38,500 ",Eligible,WA District 21 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 21 
WA,2018,TESLA,BEV,238,"$46,000 ",Eligible,WA District 21 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 21 
WA,2019,TOYOTA,PHEV,25,"$27,350 ",Not Eligible,WA District 22 
WA,2017,TESLA,BEV,200,"$68,000 ",Eligible,WA District 22 
WA,2015,FIAT,BEV,87,"$31,800 ",Eligible,WA District 22 
WA,2016,CHEVROLET,PHEV,53,"$33,170 ",Eligible,WA District 22 
WA,2024,LEXUS,PHEV,37,"$69,230 ",Eligible,WA District 22 
WA,2011,CHEVROLET,PHEV,35,"$40,280 ",Eligible,WA District 22 
WA,2023,KIA,PHEV,33,"$38,690 ",Eligible,WA District 22 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 22 
WA,2013,FIAT,BEV,87,"$31,800 ",Eligible,WA District 22 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 22 
WA,2020,CHEVROLET,BEV,259,"$36,620 ",Eligible,WA District 22 
WA,2020,TOYOTA,PHEV,25,"$27,900 ",Not Eligible,WA District 22 
WA,2015,CHEVROLET,BEV,82,"$25,170 ",Eligible,WA District 22 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 22 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 22 
WA,2024,LEXUS,PHEV,37,"$69,230 ",Eligible,WA District 22 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 22 
WA,2018,BMW,PHEV,97,"$63,750 ",Eligible,WA District 22 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 22 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 22 
WA,2018,CHRYSLER,PHEV,33,"$39,995 ",Eligible,WA District 22 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 22 
WA,2024,TOYOTA,PHEV,42,"$32,975 ",Eligible,WA District 22 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 22 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 22 
WA,2016,FORD,PHEV,19,"$12,790 ",Not Eligible,WA District 22 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 22 
WA,2021,JEEP,PHEV,25,"$47,995 ",Not Eligible,WA District 22 
WA,2013,NISSAN,BEV,75,"$28,800 ",Eligible,WA District 22 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 22 
WA,2020,TESLA,BEV,289,"$35,000 ",Eligible,WA District 22 
WA,2022,KIA,PHEV,32,"$29,590 ",Eligible,WA District 22 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 23 
WA,2024,MAZDA,PHEV,26,"$49,945 ",Not Eligible,WA District 23 
WA,2018,TESLA,BEV,249,"$46,000 ",Eligible,WA District 23 
WA,2018,VOLVO,PHEV,19,"$52,900 ",Not Eligible,WA District 23 
WA,2024,TOYOTA,PHEV,42,"$32,975 ",Eligible,WA District 23 
WA,2019,VOLVO,PHEV,17,"$53,700 ",Not Eligible,WA District 23 
WA,2020,BMW,BEV,153,"$130,000 ",Eligible,WA District 23 
WA,2019,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 23 
WA,2017,BMW,PHEV,97,"$63,200 ",Eligible,WA District 23 
WA,2020,KIA,BEV,239,"$39,090 ",Eligible,WA District 23 
WA,2024,DODGE,PHEV,32,"$31,400 ",Eligible,WA District 23 
WA,2017,CHEVROLET,PHEV,53,"$33,220 ",Eligible,WA District 23 
