State,Model Year,Make,Electric Vehicle Type,Electric Range (Miles),Base (MSRP) Manufacturer’s Suggested Retail Price,Clean Alternative Fuel Vehicle (CAFV) program - Eligibility,District
WA,2016,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 43 
WA,2020,BMW,PHEV,17,"$48,550 ",Not Eligible,WA District 43 
WA,2016,VOLVO,PHEV,13,"$68,100 ",Not Eligible,WA District 43 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 43 
WA,2017,TOYOTA,PHEV,25,"$27,100 ",Not Eligible,WA District 43 
WA,2022,JEEP,PHEV,21,"$59,865 ",Not Eligible,WA District 43 
WA,2014,MERCEDES-BENZ,BEV,87,"$41,450 ",Eligible,WA District 43 
WA,2024,VOLVO,PHEV,35,"$57,900 ",Eligible,WA District 43 
WA,2017,TOYOTA,PHEV,25,"$27,100 ",Not Eligible,WA District 43 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 43 
WA,2019,TESLA,BEV,289,"$35,000 ",Eligible,WA District 43 
WA,2018,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 43 
WA,2023,VOLVO,PHEV,32,"$57,200 ",Eligible,WA District 43 
WA,2018,VOLVO,PHEV,17,"$52,900 ",Not Eligible,WA District 43 
WA,2016,AUDI,PHEV,16,"$37,900 ",Not Eligible,WA District 43 
WA,2016,FORD,PHEV,19,"$12,790 ",Not Eligible,WA District 43 
WA,2020,CHEVROLET,BEV,259,"$36,620 ",Eligible,WA District 43 
WA,2021,BMW,PHEV,30,"$65,400 ",Eligible,WA District 43 
WA,2020,LAND ROVER,PHEV,19,"$90,900 ",Not Eligible,WA District 43 
WA,2024,VOLVO,PHEV,35,"$57,900 ",Eligible,WA District 43 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 43 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 43 
WA,2013,TESLA,BEV,208,"$59,900 ",Eligible,WA District 43 
WA,2014,NISSAN,BEV,84,"$28,980 ",Eligible,WA District 43 
WA,2024,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 43 
WA,2017,BMW,PHEV,97,"$63,200 ",Eligible,WA District 43 
WA,2022,TOYOTA,PHEV,25,"$40,300 ",Not Eligible,WA District 43 
WA,2014,BMW,PHEV,72,"$61,400 ",Eligible,WA District 43 
WA,2018,TOYOTA,PHEV,25,"$27,300 ",Not Eligible,WA District 43 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 43 
WA,2021,KIA,PHEV,26,"$29,590 ",Not Eligible,WA District 43 
WA,2018,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 43 
WA,2011,NISSAN,BEV,73,"$32,780 ",Eligible,WA District 43 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 43 
WA,2021,VOLVO,PHEV,18,"$53,500 ",Not Eligible,WA District 43 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 43 
WA,2018,PORSCHE,PHEV,16,"$79,900 ",Not Eligible,WA District 43 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 44 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 44 
WA,2023,BMW,PHEV,30,"$65,700 ",Eligible,WA District 44 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 44 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 44 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 44 
WA,2015,TESLA,BEV,208,"$71,100 ",Eligible,WA District 44 
WA,2024,MAZDA,PHEV,26,"$49,945 ",Not Eligible,WA District 44 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 44 
WA,2023,CHRYSLER,PHEV,32,"$51,095 ",Eligible,WA District 44 
WA,2024,MAZDA,PHEV,26,"$49,945 ",Not Eligible,WA District 44 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 44 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 44 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 44 
WA,2018,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 44 
WA,2019,AUDI,BEV,204,"$74,800 ",Eligible,WA District 44 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 44 
WA,2019,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 44 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 44 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 44 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 44 
WA,2018,TOYOTA,PHEV,25,"$27,300 ",Not Eligible,WA District 44 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 45 
WA,2018,NISSAN,BEV,151,"$29,990 ",Eligible,WA District 45 
WA,2024,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 45 
WA,2021,VOLVO,PHEV,18,"$53,500 ",Not Eligible,WA District 45 
WA,2018,CHRYSLER,PHEV,33,"$39,995 ",Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2019,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2018,TESLA,BEV,249,"$46,000 ",Eligible,WA District 45 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 45 
WA,2013,CHEVROLET,PHEV,38,"$39,145 ",Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2015,TESLA,BEV,208,"$71,100 ",Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2015,FIAT,BEV,87,"$31,800 ",Eligible,WA District 45 
WA,2019,MERCEDES-BENZ,PHEV,10,"$50,650 ",Not Eligible,WA District 45 
WA,2018,HONDA,PHEV,47,"$33,400 ",Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2018,VOLVO,PHEV,19,"$52,900 ",Not Eligible,WA District 45 
WA,2020,AUDI,PHEV,20,"$52,900 ",Not Eligible,WA District 45 
WA,2017,FORD,BEV,100,"$29,120 ",Eligible,WA District 45 
WA,2019,TESLA,BEV,289,"$35,000 ",Eligible,WA District 45 
WA,2019,AUDI,BEV,204,"$74,800 ",Eligible,WA District 45 
WA,2017,NISSAN,BEV,107,"$31,575 ",Eligible,WA District 45 
WA,2019,HYUNDAI,PHEV,29,"$25,350 ",Not Eligible,WA District 45 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 45 
WA,2013,NISSAN,BEV,75,"$28,800 ",Eligible,WA District 45 
WA,2016,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2017,CHEVROLET,PHEV,53,"$33,220 ",Eligible,WA District 45 
WA,2017,CHEVROLET,PHEV,53,"$33,220 ",Eligible,WA District 45 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 45 
WA,2020,BMW,BEV,153,"$130,000 ",Eligible,WA District 45 
WA,2013,NISSAN,BEV,75,"$28,800 ",Eligible,WA District 45 
WA,2020,PORSCHE,BEV,203,"$103,800 ",Eligible,WA District 45 
WA,2020,NISSAN,BEV,149,"$31,600 ",Eligible,WA District 45 
WA,2025,VOLVO,PHEV,35,"$58,050 ",Eligible,WA District 45 
WA,2020,TESLA,BEV,330,"$35,000 ",Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2025,BMW,PHEV,40,"$73,800 ",Eligible,WA District 45 
WA,2016,TESLA,BEV,210,"$68,000 ",Eligible,WA District 45 
WA,2017,NISSAN,BEV,107,"$31,575 ",Eligible,WA District 45 
WA,2019,VOLVO,PHEV,17,"$53,700 ",Not Eligible,WA District 45 
WA,2015,TESLA,BEV,208,"$71,100 ",Eligible,WA District 45 
WA,2021,TOYOTA,PHEV,42,"$38,350 ",Eligible,WA District 45 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 45 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 45 
WA,2023,JEEP,PHEV,25,"$60,490 ",Not Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2021,CHRYSLER,PHEV,32,"$43,605 ",Eligible,WA District 45 
WA,2012,NISSAN,BEV,73,"$35,200 ",Eligible,WA District 45 
WA,2020,CHEVROLET,BEV,259,"$36,620 ",Eligible,WA District 45 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 45 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 45 
WA,2021,BMW,PHEV,30,"$65,400 ",Eligible,WA District 45 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 45 
WA,2020,PORSCHE,BEV,203,"$103,800 ",Eligible,WA District 45 
WA,2016,TESLA,BEV,210,"$68,000 ",Eligible,WA District 45 
WA,2013,NISSAN,BEV,75,"$28,800 ",Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 45 
WA,2013,CHEVROLET,PHEV,38,"$39,145 ",Eligible,WA District 45 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 45 
WA,2016,AUDI,PHEV,16,"$37,900 ",Not Eligible,WA District 45 
WA,2014,FORD,PHEV,19,"$26,270 ",Not Eligible,WA District 45 
WA,2020,BMW,PHEV,17,"$48,550 ",Not Eligible,WA District 45 
WA,2018,TESLA,BEV,238,"$46,000 ",Eligible,WA District 45 
WA,2024,AUDI,PHEV,23,"$67,700 ",Not Eligible,WA District 45 
WA,2018,TESLA,BEV,238,"$46,000 ",Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2020,TESLA,BEV,293,"$35,000 ",Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2020,AUDI,PHEV,20,"$52,900 ",Not Eligible,WA District 45 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 45 
WA,2015,CHEVROLET,PHEV,38,"$34,345 ",Eligible,WA District 46 
WA,2018,KIA,PHEV,26,"$27,900 ",Not Eligible,WA District 46 
WA,2023,HYUNDAI,PHEV,33,"$37,500 ",Eligible,WA District 46 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 46 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 46 
WA,2015,TOYOTA,PHEV,6,"$29,990 ",Not Eligible,WA District 46 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 46 
WA,2024,TOYOTA,PHEV,42,"$32,975 ",Eligible,WA District 46 
WA,2012,TOYOTA,PHEV,6,"$32,000 ",Not Eligible,WA District 46 
WA,2013,NISSAN,BEV,75,"$28,800 ",Eligible,WA District 46 
WA,2017,NISSAN,BEV,107,"$31,575 ",Eligible,WA District 46 
WA,2022,BMW,PHEV,30,"$63,700 ",Eligible,WA District 46 
WA,2024,TOYOTA,PHEV,42,"$32,975 ",Eligible,WA District 46 
WA,2017,TOYOTA,PHEV,25,"$27,100 ",Not Eligible,WA District 46 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 46 
WA,2015,TESLA,BEV,208,"$71,100 ",Eligible,WA District 46 
WA,2022,BMW,PHEV,30,"$63,700 ",Eligible,WA District 46 
WA,2016,KIA,BEV,93,"$31,950 ",Eligible,WA District 46 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 46 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 46 
WA,2017,FORD,PHEV,20,"$25,785 ",Not Eligible,WA District 46 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 46 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 46 
WA,2013,TESLA,BEV,208,"$59,900 ",Eligible,WA District 46 
WA,2018,TESLA,BEV,249,"$46,000 ",Eligible,WA District 46 
WA,2021,AUDI,PHEV,18,"$51,900 ",Not Eligible,WA District 46 
WA,2020,KIA,BEV,239,"$39,090 ",Eligible,WA District 46 
WA,2022,JEEP,PHEV,25,"$59,865 ",Not Eligible,WA District 46 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 46 
WA,2017,BMW,PHEV,14,"$63,200 ",Not Eligible,WA District 46 
WA,2018,KIA,BEV,111,"$32,250 ",Eligible,WA District 46 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 46 
WA,2018,TESLA,BEV,249,"$46,000 ",Eligible,WA District 46 
WA,2015,TESLA,BEV,208,"$71,100 ",Eligible,WA District 46 
WA,2023,KIA,PHEV,34,"$38,690 ",Eligible,WA District 46 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 46 
WA,2018,CHRYSLER,PHEV,33,"$39,995 ",Eligible,WA District 46 
WA,2013,TESLA,BEV,208,"$59,900 ",Eligible,WA District 46 
WA,2021,POLESTAR,BEV,233,"$59,900 ",Eligible,WA District 46 
WA,2017,NISSAN,BEV,107,"$31,575 ",Eligible,WA District 46 
WA,2014,NISSAN,BEV,84,"$28,980 ",Eligible,WA District 46 
WA,2024,TOYOTA,PHEV,39,"$32,975 ",Eligible,WA District 46 
WA,2024,BMW,PHEV,39,"$72,500 ",Eligible,WA District 46 
WA,2012,NISSAN,BEV,73,"$35,200 ",Eligible,WA District 46 
WA,2013,NISSAN,BEV,75,"$28,800 ",Eligible,WA District 46 
WA,2019,VOLKSWAGEN,BEV,125,"$31,895 ",Eligible,WA District 46 
WA,2021,CHRYSLER,PHEV,32,"$43,605 ",Eligible,WA District 46 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 46 
WA,2022,KIA,PHEV,26,"$29,590 ",Not Eligible,WA District 46 
WA,2015,FORD,PHEV,19,"$34,800 ",Not Eligible,WA District 46 
WA,2016,VOLVO,PHEV,13,"$68,100 ",Not Eligible,WA District 46 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 46 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 46 
WA,2024,LEXUS,PHEV,37,"$69,230 ",Eligible,WA District 46 
WA,2019,VOLKSWAGEN,BEV,125,"$31,895 ",Eligible,WA District 46 
WA,2014,BMW,BEV,81,"$63,204 ",Eligible,WA District 46 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 46 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 46 
WA,2016,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 46 
WA,2015,TESLA,BEV,208,"$71,100 ",Eligible,WA District 46 
WA,2024,TOYOTA,PHEV,42,"$32,975 ",Eligible,WA District 46 
WA,2018,CHRYSLER,PHEV,33,"$39,995 ",Eligible,WA District 46 
WA,2017,NISSAN,BEV,107,"$31,575 ",Eligible,WA District 46 
WA,2018,TESLA,BEV,238,"$46,000 ",Eligible,WA District 46 
WA,2020,TESLA,BEV,289,"$35,000 ",Eligible,WA District 46 
WA,2019,TESLA,BEV,289,"$35,000 ",Eligible,WA District 47 
WA,2013,TOYOTA,PHEV,6,"$32,000 ",Not Eligible,WA District 47 
WA,2014,TESLA,BEV,208,"$69,900 ",Eligible,WA District 47 
WA,2021,VOLVO,PHEV,18,"$53,500 ",Not Eligible,WA District 47 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 47 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 47 
WA,2024,HYUNDAI,PHEV,33,"$38,725 ",Eligible,WA District 47 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 47 
WA,2013,TOYOTA,PHEV,6,"$32,000 ",Not Eligible,WA District 47 
WA,2020,JAGUAR,BEV,234,"$69,850 ",Eligible,WA District 47 
WA,2024,TOYOTA,PHEV,39,"$32,975 ",Eligible,WA District 47 
WA,2016,TESLA,BEV,210,"$68,000 ",Eligible,WA District 47 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 47 
WA,2020,KIA,BEV,239,"$39,090 ",Eligible,WA District 47 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 47 
WA,2018,NISSAN,BEV,151,"$29,990 ",Eligible,WA District 47 
WA,2013,TESLA,BEV,208,"$59,900 ",Eligible,WA District 47 
WA,2014,NISSAN,BEV,84,"$28,980 ",Eligible,WA District 47 
WA,2020,CHEVROLET,BEV,259,"$36,620 ",Eligible,WA District 47 
WA,2021,TOYOTA,PHEV,42,"$38,350 ",Eligible,WA District 47 
WA,2023,JEEP,PHEV,25,"$60,490 ",Not Eligible,WA District 47 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 47 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 47 
WA,2019,TESLA,BEV,270,"$35,000 ",Eligible,WA District 47 
WA,2018,TOYOTA,PHEV,25,"$27,300 ",Not Eligible,WA District 47 
WA,2020,NISSAN,BEV,149,"$31,600 ",Eligible,WA District 47 
WA,2017,TESLA,BEV,210,"$68,000 ",Eligible,WA District 48 
WA,2024,TOYOTA,PHEV,42,"$32,975 ",Eligible,WA District 48 
WA,2020,BMW,PHEV,17,"$48,550 ",Not Eligible,WA District 48 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 48 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 48 
WA,2018,VOLVO,PHEV,19,"$52,900 ",Not Eligible,WA District 48 
WA,2017,CHEVROLET,BEV,238,"$36,620 ",Eligible,WA District 48 
WA,2017,PORSCHE,PHEV,14,"$78,700 ",Not Eligible,WA District 48 
WA,2020,TESLA,BEV,266,"$35,000 ",Eligible,WA District 48 
WA,2012,TESLA,BEV,265,"$29,990 ",Eligible,WA District 48 
WA,2021,BMW,PHEV,30,"$65,400 ",Eligible,WA District 48 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 48 
WA,2020,PORSCHE,BEV,192,"$103,800 ",Eligible,WA District 48 
WA,2016,TESLA,BEV,210,"$68,000 ",Eligible,WA District 48 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2018,BMW,PHEV,14,"$63,750 ",Not Eligible,WA District 48 
WA,2019,NISSAN,BEV,150,"$29,990 ",Eligible,WA District 48 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2016,VOLKSWAGEN,BEV,83,"$28,995 ",Eligible,WA District 48 
WA,2019,TESLA,BEV,289,"$35,000 ",Eligible,WA District 48 
WA,2016,TESLA,BEV,210,"$68,000 ",Eligible,WA District 48 
WA,2020,TESLA,BEV,322,"$35,000 ",Eligible,WA District 48 
WA,2012,TESLA,BEV,265,"$29,990 ",Eligible,WA District 48 
WA,2019,AUDI,BEV,204,"$74,800 ",Eligible,WA District 48 
WA,2015,BMW,BEV,81,"$42,400 ",Eligible,WA District 48 
WA,2024,AUDI,PHEV,23,"$67,700 ",Not Eligible,WA District 48 
WA,2024,MERCEDES-BENZ,PHEV,48,"$69,500 ",Eligible,WA District 48 
WA,2012,NISSAN,BEV,73,"$35,200 ",Eligible,WA District 48 
WA,2023,CHRYSLER,PHEV,32,"$51,095 ",Eligible,WA District 48 
WA,2013,TESLA,BEV,208,"$59,900 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2013,TESLA,BEV,208,"$59,900 ",Eligible,WA District 48 
WA,2023,HYUNDAI,PHEV,30,"$37,500 ",Eligible,WA District 48 
WA,2024,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2016,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 48 
WA,2014,TESLA,BEV,208,"$69,900 ",Eligible,WA District 48 
WA,2016,TESLA,BEV,200,"$68,000 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2023,HYUNDAI,PHEV,33,"$37,500 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2024,HYUNDAI,PHEV,33,"$38,725 ",Eligible,WA District 48 
WA,2022,BMW,PHEV,30,"$63,700 ",Eligible,WA District 48 
WA,2023,KIA,PHEV,34,"$38,690 ",Eligible,WA District 48 
WA,2023,BMW,PHEV,30,"$65,700 ",Eligible,WA District 48 
WA,2016,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 48 
WA,2022,JEEP,PHEV,21,"$59,865 ",Not Eligible,WA District 48 
WA,2017,BMW,PHEV,97,"$63,200 ",Eligible,WA District 48 
WA,2022,VOLVO,PHEV,35,"$54,250 ",Eligible,WA District 48 
WA,2017,BMW,BEV,81,"$42,400 ",Eligible,WA District 48 
WA,2016,TESLA,BEV,210,"$68,000 ",Eligible,WA District 48 
WA,2016,VOLKSWAGEN,BEV,83,"$28,995 ",Eligible,WA District 48 
WA,2014,TESLA,BEV,208,"$69,900 ",Eligible,WA District 48 
WA,2017,NISSAN,BEV,107,"$31,575 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,238,"$46,000 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 48 
WA,2024,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 48 
WA,2015,CHEVROLET,PHEV,38,"$34,345 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2015,TESLA,BEV,208,"$71,100 ",Eligible,WA District 48 
WA,2025,BMW,PHEV,40,"$73,800 ",Eligible,WA District 48 
WA,2018,CHRYSLER,PHEV,33,"$39,995 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2016,TESLA,BEV,210,"$68,000 ",Eligible,WA District 48 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 48 
WA,2019,MITSUBISHI,PHEV,22,"$35,795 ",Not Eligible,WA District 48 
WA,2018,NISSAN,BEV,151,"$29,990 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2018,BMW,PHEV,14,"$63,750 ",Not Eligible,WA District 48 
WA,2020,TESLA,BEV,293,"$35,000 ",Eligible,WA District 48 
WA,2024,BMW,PHEV,31,"$72,500 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 48 
WA,2016,BMW,PHEV,14,"$62,100 ",Not Eligible,WA District 48 
WA,2017,NISSAN,BEV,107,"$31,575 ",Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 48 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 48 
WA,2024,AUDI,PHEV,23,"$67,700 ",Not Eligible,WA District 48 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 48 
WA,2024,KIA,PHEV,32,"$34,390 ",Eligible,WA District 48 
WA,2020,TESLA,BEV,291,"$35,000 ",Eligible,WA District 48 
WA,2014,CHEVROLET,PHEV,38,"$34,185 ",Eligible,WA District 49 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 49 
WA,2023,JEEP,PHEV,21,"$60,490 ",Not Eligible,WA District 49 
WA,2018,TESLA,BEV,215,"$46,000 ",Eligible,WA District 49 
WA,2019,FORD,PHEV,26,"$27,555 ",Not Eligible,WA District 49 
WA,2019,TESLA,BEV,220,"$35,000 ",Eligible,WA District 49 
WA,2022,TOYOTA,PHEV,42,"$40,300 ",Eligible,WA District 49 
WA,2018,MITSUBISHI,PHEV,22,"$34,595 ",Not Eligible,WA District 49 
WA,2024,TOYOTA,PHEV,39,"$32,975 ",Eligible,WA District 49 
WA,2011,NISSAN,BEV,73,"$32,780 ",Eligible,WA District 49 
WA,2015,NISSAN,BEV,84,"$29,010 ",Eligible,WA District 49 
WA,2019,KIA,BEV,239,"$38,500 ",Eligible,WA District 49 
WA,2023,TOYOTA,PHEV,42,"$32,350 ",Eligible,WA District 49 
WA,2024,KIA,PHEV,34,"$34,390 ",Eligible,WA District 49 
WA,2017,FORD,PHEV,20,"$25,785 ",Not Eligible,WA District 49 
WA,2023,TOYOTA,PHEV,42,"$32,350 ",Eligible,WA District 49 
WA,2021,TOYOTA,PHEV,42,"$38,350 ",Eligible,WA District 49 
WA,2013,FORD,PHEV,19,"$22,470 ",Not Eligible,WA District 49 
WA,2016,FORD,PHEV,19,"$12,790 ",Not Eligible,WA District 49 
WA,2023,TOYOTA,PHEV,39,"$32,350 ",Eligible,WA District 49 
WA,2022,HYUNDAI,PHEV,29,"$35,400 ",Not Eligible,WA District 49 
WA,2013,TOYOTA,PHEV,6,"$32,000 ",Not Eligible,WA District 49 
